id|content|labels
Fagor_F_7212_P__Opinion_2138354|modo rápido pieza disponible mas potente|3
Fagor_F_7212__Opinion_2081125|rueda frontal marca español mas fácil física cuántico lavadora viejo eficiencia energético foto pertinente|4
Fagor_F_7212__Opinion_2081170|eficiencia energético agua caliente filtro accesible programa especial ropa oscuro tiempo restante|5
Fagor_F_7212__Opinion_2138341|lugar estrecho servicio técnico geografía español servicio técnico ciudad español|4
Fagor_F_7212__Opinion_2155741|momento considerable lavado bueno precio pobre|2
Fagor_F_810__Opinion_2052661|tambor bueno manejo facil mas moderno modelo anterior|4
Fagor_F_810__Opinion_2088099|personal técnico cliente contento móvil directo|5
Fagor_F_812__Opinion_2061903|documentación necesario precio asequible motor duro botón táctil manera accidental|5
Fagor_F_812__Opinion_2081472|lavadora analógico potencia total aclarado extra resumen gran lavadora análogo lavadora clásico mas económico|4
Fagor_F_8210B__Opinion_2088584|carga frontal parte superior programa especial|4
Fagor_F_8210__Opinion_2084417|capacidad alto precio inicial programa especial|4
Fagor_F_8210__Opinion_2157167|ciclo corto|2
Fagor_F_8212D__Opinion_2126455|calidad-precio excelente gasto innecesario color blanco puerta frontal carga frontal eficiencia energético pantalla pequeño opción interesante|4
Fagor_F_8212X__Opinion_2000959| |4
Fagor_F_8212X__Opinion_2087286|acero inoxidable programa corto|5
Fagor_F_8212__Opinion_2020952|lavadora independiente clase energético|5
Fagor_F_8212__Opinion_2081923|mas alto mas rapida|5
Fagor_F_8212__Opinion_2088102|personal técnico cliente contento móvil directo|5
Fagor_F_8212__Opinion_2088836|regalo práctico línea eléctrico línea eléctrico tiempo restante aclarado extra|5
Fagor_F_8212__Opinion_2128322|mas alto|5
Fagor_F_8212__Opinion_2129967|ropa muchiiisimo altura necesario acero inoxidable eje habitual apertura instantanea compra nuevo lavado previo sal gordo lavado intensivo lana frio asistencia tecnica nivel excesivo red electrica servicio tecnico truco personal|5
Fagor_F_8212__Opinion_2130951|residencia principal|4
Fagor_F_8212__Opinion_2132129|programa antiarruga año ampliable cobertura total sistema americano|4
Fagor_F_8212__Opinion_2137376|familia normal ahorro energético lavadora antiguo|3
Fagor_F_8212__Opinion_2140357|factor importante consumo energético lavadora ecológico coste operativo factor determinante|5
Fagor_F_8212__Opinion_2148150|personal técnico cliente contento móvil directo|5
Fagor_F_8312__Opinion_2056080| |5
Fagor_F_8314__Opinion_2080984|carga frontal programa diferente lavado rápido ropa delicado consumo energético lavado largo lavado rápido ropa limpio carga máximo|5
Fagor_F_9212__Opinion_2083626|carga frontal parte superior programa especial|4
Fagor_F_9312X__Opinion_2091813|ropa impecable color llamativo ropa delicado marca bueno problema técnico|5
Fagor_L8722S__Opinion_2094317|elección perfecto lavado normal lavado rápido ropa delicado calidad a+++ cuba lleno|5
Fagor_LFA_1080__Opinion_1514603|adema solo|4
Fagor_LFA_1100__Opinion_1559422|cantidad máximo lana frío lavadora solo luz rojo flot antiarruga aclarado extra agua innecesario lavado intensivo ciclo normal tecla fácil programa especial giro especial luz rojo parte frontal modelo manual luz rojo sitio jajajaja cocina jajajajaja|5
Fagor_LFA_1200__Opinion_1168666|ropa normal lavado rápido ropa delicado aclarado exta minuto real excusa posible|5
Fagor_LFA_1200__Opinion_1261392|mas conveniente programa rapido ropa sucio plancha facil clase energetica|5
Fagor_LFA_3100__Opinion_1112944|carga completo tiempo restante limpieza cómodo programa específico prenda delicado|4
Fagor_LFA_6110__Opinion_1361645|opinion anterior lavado corto vez pense ropa estupendo mas lento|5
Fagor_LFA_7310__Opinion_1830420|lado bueno eficiencia energético lavado rápido noche anterior tiempo restante|5
Fagor_LFA_7310__Opinion_2127923|eficiencia energético tiempo restante carga frontal opinión personal|4
Fagor_LFA_7312__Opinion_2129713|resultado medio-bueno característica mínimo capacidad perfecto familia medio manta grande edredón mediano tema importante velocidad alto tamaño standard lavado normal clasificación energético opción diferente lavado especial lavado intensivo corriente eléctrico agua caliente lavado básico centro comercial problema considerable problema aparente servicio técnico presión fuerte energía bajo carga perfecto tamaño medio servicio técnico|4
Fagor_LFB_100__Opinion_1029913|cambio estructural domicilio habitual ropa sucio ahorro energético tecla opcional manipulación involuntario planchado fácil aclarado extra piel sensible lavado intensivo resultado final mancha difícil lavado normal parte inferior modelo superior|5
Fagor_LFB_611__Opinion_1265178|programa suficiente robo total tiempo restante aclarado extra|5
Fagor_LT_7610_S__Opinion_1580196|carga superior lavado rápido aclarado extra piel sensible pantalla visualizador parte interior todoslos electrodomesticos|5
Fagor_LT_7610_S__Opinion_2129827|lavadora penoso error vario cubierta exterior servicio tecnico factura importante tapa superior|1
Fagor_L_4090_F__Opinion_961112|consumo energeticos marca robusto simil automovilistico precio inferior cojo malo carga superior lavado rapido aclarado extra planchado facil ciclo largo cosa logica parte frontal|5
Fagor_L_7312_S__Opinion_1444403|marca predominante acero inoxidable lavado rápido precio real|5
Fagor_L_7312_S__Opinion_2126251|color blanco carga frontal parte central luz azul aclarado extra pilote rojo aclarado extra|5
Fagor_L_7812_S__Opinion_2111564|empresa pionero escuela profesional uso doméstico carga frontal lavadora semanal eficiencia energético color blanco ropa listo tiempo restante|4
Fagor_WFA_7112__Opinion_2092173|hermano pequeño carga frontal eficiencia energético sistema anti prenda delicado tiempo restante|4
Fagor_WFA_7312__Opinion_1750673|lavadora anterior|4
Fagor_Xperta__Opinion_1146440|mas grande ropa blanco ficha tecnica|4
Fagor_Xperta__Opinion_1301071|cubeta interior ropa blanco agua frío acero inoxidable|5
Fagor_Xperta__Opinion_1478775|lavadora alemán ropa lleno categoría energético picaresca español|2
General_Electric_GEW_10_EGSW__Opinion_2139881|horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
General_Electric_WWH_6709__Opinion_1007154|razón mercantil servicio técnico servicio técnico|2
General_Electric_WWH_7709_WW__Opinion_1173832|especificación profesional resultado rápido|5
Gorenje_WA_61121_Classic__Opinion_1843562|problema electrónico servicio técnico bomba expulsor servicio técnico servicio técnico lavadora nuevo|1
Gorenje_WA_63121__Opinion_1859010|modelo bajo|4
Gorenje_WA_72145_BK__Opinion_2081978|planta bajo parte bajo planta bajo color negro color distinto lavadora rojo diseño espectacular aclarado extra plancha fácil nivel ideal parada rápido asistencia técnico lavadora rojo|5
Haier_HK_1007_TVE__Opinion_1644451|larga listo ciudad pequeño servicio técnico|1
Haier_HK_1200_TXVE__Opinion_1039701|lavadora serio vez parecia aparato genial sistema antiarruga aclarado extra casa solo avisador acusticos marca esclusiva|5
Haier_HK_1407_TVE__Opinion_1475101|color llamativo carga frontal mas economico consumo energetico lavarropas convenienta|3
Haier_HMS_1000_TVE__Opinion_1467231|casa rural carga frontal programa rápido hora siguiente|4
Haier_HMS_1000_TVE__Opinion_1471745|lavadora duradero consumono energetico|4
Haier_HMS_1000_TVE__Opinion_1492773|programador electrónico|5
Haier_HMS_1000_TVE__Opinion_1639112|clasificacion energetica pieza necesario|1
Haier_HMS_1000_TVE__Opinion_1720717|opinión favorable uso doméstico lavadora anterior enjuage extra avisador acústico nivel sonoro necesidad cotidiano marca chino usuario medio|5
Haier_HMS_800_TVE__Opinion_1531557|principal fabricante carga frontal potencia máximo clasificación energético|4
Haier_HM_600_TE__Opinion_1511670|mas aca|4
Haier_HM_600_TE__Opinion_1534155|q lav|4
Haier_HM_600_TE__Opinion_1564498|ropa economica|5
Haier_HM_600_TE__Opinion_2093193|grado mejor mancha difícil casa solo rueda conforme lado positivo cosa negativo|2
Haier_HW70_1282__Opinion_2109025|mercado español carga frontal acabado exterior display digital acero inox manera manual display digital|4
Haier_HW80_1401__Opinion_2089070|color negro color blanco carga frontal parte superior parte superior parte izquierdo ajuste correcto clase energético termostato regulable momento presente olor fresco|5
Haier_HW80_B1286__Opinion_2000486|consumo eléctrico|4
Haier_HWD_1270_TVE__Opinion_1748419|carga frontal lana sinteticos control electrónico|5
Haier_HWF_1281__Opinion_1839845|servicio técnico llamada telefónico|1
Haier_HW_D1070TVE__Opinion_1460138|fibra químico seda natural lavado rápido color resistente|5
Haier_HW_D1070TVE__Opinion_1526983| |5
Hemmermann_H_1000__Opinion_1088600|p bueno vecino solo|2
Hoover_DYN_10124_DP__Opinion_1998267| |4
Hoover_DYN_11124DG__Opinion_2004030|motivo principal cosa bueno|5
Hoover_DYN_33_5124_D__Opinion_2138390|precio excelente color blanco categoría energético planchado fácil cosita interesante modelo nuevo|5
Hoover_DYN_8124_D3__Opinion_2143736|servicio técnico servicio técnico|1
Hoover_DYN_9124_DG_A__Opinion_2093490|color blanco opción diferente prenda delicado opción favorito lavado super eficiencia energético|5
Hoover_DYT_8104_D__Opinion_1933840|vida diario|5
Hoover_DYT_8104_D__Opinion_1968048|año mínimo centro comercial página web carga superior carga superior tamaño exterior diferencia mayor calcetín rebelde dato técnico nivel energético pantalla digital candado rojo ropa delicado mando giratorio lavado rápido mando giratorio botón correspondiente ropa normal mandilón infantil ropa listo manta grande|5
Hoover_DYT_8104_D__Opinion_2001390|forma exquisito mas barato|4
Hoover_DYT_8104_D__Opinion_2004599|precio normal als redondo piso pequeño tiempo restante líne ahabitual|4
Hoover_DYT_8104_D__Opinion_2013056|cliente contento móvil directo|5
Hoover_DYT_8104_D__Opinion_2120434|año minimo|1
Hoover_DYT_8126__Opinion_1994597|servicio técnico precio caro|1
Hoover_HNL6146__Opinion_2089220|lavado normal calificación triple eficiencia energético tiempo actual cosa interesante cosa interesante parte frontal pantalla digital lavado ordinario|5
Hoover_HNL_686__Opinion_1020344|mas barato día siguiente día anterior lavado rápido lavadora lleno agua necesario botón antiarruga tejido delicado presión máximo servicio técnico color blanco carga frontal|5
Hoover_HNL_686__Opinion_2117091|dicha lavador|4
Hoover_LTD_1084_D__Opinion_1746320|carga superior|1
Hoover_LTD_1084_D__Opinion_1748686|programa corto mancha concreto carga completo|4
Hoover_LTD_1084_D__Opinion_1849032|servicio técnico estética bueno modo antiarruga|2
Hoover_ODYT_60101D__Opinion_2118225|marca español grupo americano grandres electrodomesticos calidad medio precio asequible carga superior programa diferente display digital carga superior prestación ideal carga frontal modelo moderno display digital tactiles similar vitros actual prenda delicado lavado rapidos ropa sport consumo electrico carga superior|4
Hoover_ODYT_6102_D__Opinion_2093699|carga central ruido normal clase energético carga normal empiece solo|5
Hoover_OHFT_7011_D__Opinion_2135588|señor mayor carga superior espalda claro lavadora normal lña mismo mas ancho eficiencia energético agua frío aclarado electrónico piel sensible ciclo especial|4
Hoover_OHNT_7012_D__Opinion_2081958|lavadora sencillo|5
Hoover_OPH148__Opinion_2093349|lavado rápido color blanco eficiencia energético rendimiento impresionante cajón extraíble característica principal eficiencia energético eficiencia energético giro variable agua frío|5
Hoover_OPH616__Opinion_2128574|función fácil detalle gris plástico resistente parte izquierdo color gris extremo derecho metal inoxidable parte inferior pata negro función práctico niño pequeño lavado rápido eficiencia energético parte superior color gris función útil entorno particular|5
Hoover_Odysm_7113_D__Opinion_2144102|mas estrecho carga superior lavadora automático construcción independiente color blanco|4
Hoover_Odysm_7143_D__Opinion_2086247| |4
Hoover_Odysm_8104_D__Opinion_2138649|familia grande lavadora estupendo|5
Hoover_VHD_9123_D__Opinion_1438476|centralita electronica servicio tecnico display electronico motor malo servicio tecnico|1
Hoover_VHD_9123_D__Opinion_1443503|estetica perfecto ciclo resistente servicio tecnico|1
Hotpoint_Aqualtis_AQ9L_292__Opinion_1995871|lavadora secador lavadora secador parte central reloj táctil semana mínimo sol espléndido temperatura alto modo secador modo secador pantalla central sol táctil camiseta bueno olor tremendo programa corto|5
Hotpoint_Aqualtis_AQ9L_292__Opinion_2134755|hotpoint aqxl eficacia energético|5
Hotpoint_Ariston_AQ113D_69_EU_A__Opinion_2002753|capacidad tremendo consumo automático eficiencia energético rendimiento excelente resultado perfecto higiene absoluto cuidado total lavadora AQ113D impacto económico necesidad cotidiano diseño ergonico innovación tecnológico ahorro energético|5
Hotpoint_Ariston_AQ113D_69_EU_A__Opinion_2062721|producto solo opinión personal servicio técnico opinión final correo electrónico tarifación adicional|2
Hotpoint_Ariston_AQ113D_69_EU_A__Opinion_2126104|experiencia personal carga frontal parte delantero cocina solo pantalla táctil rueda normal|5
Hotpoint_Ariston_AQ114D_69D_EU_A__Opinion_2152859|lavadora secador acabado exterior resultado magnífico|5
Hotpoint_Ariston_AQ8F29UH_EU_1__Opinion_1717834|deteccion automatica conumo energetico redcoon inmediato|5
Hotpoint_Ariston_AQ8F29UH_EU_1__Opinion_1758698|chaca chaca alo mejor|2
Hotpoint_Ariston_AQGL_129__Opinion_1537833|puerta integral|4
Hotpoint_Ariston_AQGL_129__Opinion_1612847|servicio tecnico servicio tecnico servicio oficial servicio oficial cosa curioso pieza completo venia estanco reclamacion pertinente servicio tecnico|1
Hotpoint_Ariston_AQLF9D_69_A__Opinion_2083958|gama medio novedad tecnológico envidia sano carga frontal programa disponible ruido posible lavadora ruidoso clase energético novedad tecnológico|5
Hotpoint_Ariston_AQ_93_D_49__Opinion_2144800|construcción independiente|3
Hotpoint_Ariston_AWM_108__Opinion_2084502|electrodoméstico indispensable cracterísticas dimensional lavadora normal lavadora clásico guía especial lavadora clásico lavadora potente velocidad máximo eficiencia energético rendimiento energético programa diario lado derecho luz indicador planchado fácil aclarado extra parte izquierdo carga máximo lavadora bueno agua frío ropa general ropa blanco prenda delicado|5
Hotpoint_Ariston_AWM_129__Opinion_2088288|acero inoxidable control fácil|4
Hotpoint_Ariston_Aqxgf_129_Aqualtis__Opinion_2100036|clase enerjetica modo extra buén ayudante|5
Hotpoint_Ariston_Aqxgf_149_H_S_N__Opinion_1634932|lavadora secador servicio técnico correo electrónico casa oficial servicio post|1
Hotpoint_Ariston_ECOT7F_1291_EU__Opinion_2138330|temperatura medio ciclo medio factor determinante factor determinante|5
Hotpoint_Ariston_WMG1022B_EU__Opinion_2143794|color blanco parte superior|4
Hotpoint_Ariston_WMG_722B_EU__Opinion_2096157|algodón claro programa delicado momento cierto programa especial tecla adicional centrifugado corto|5
Hotpoint_Ariston_WMG_823B_EU__Opinion_1997699|lavadora secador eficiencia energético ropa blanco|5
Hotpoint_Ariston_WMG_823B_EU__Opinion_2088098|personal técnico cliente contento móvil directo|5
Hotpoint_Ariston_WMG_823B_EU__Opinion_2127845|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Hotpoint_Ariston_WMG_823B_EU__Opinion_2149693|recargo ahotpoint-aristonuno móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Hotpoint_Ariston_WMG_823B_EU__Opinion_2151293|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Hotpoint_Ariston_WMG_823B_EU__Opinion_2152398|personal técnico cliente contento móvil directo|5
Hotpoint_Standard_WML_520_PR__Opinion_2081082|color blanco color azul color rojo color azul agua frío color rojo agua caliente agua caliente tubo rojo energía eficiente eficiencia energético parte frontal lavado diferente lavado rápido prenda delicado ciclo variable lavado rápido control automático|5
Hotpoint_WMF940P__Opinion_2086586|carcasa exterior color blanco aspecto técnico interior excelente utilización constante edredón grande tipo principal ciclo esencial uso diario prenda sintético ciclo económico programa adicional carga mínimo material plástico minuto máximo tiempo restante|5
Icecool_ICE_605__Opinion_1676576|pieza negro circuito electrico|4
Icecool_ICE_605__Opinion_2093709|piso alto carga frontal edredón nórdico mancha difícil detalle estético prenda delicado botón específico planchado fácil|4
Icecool_ICE_605__Opinion_2116429| |3
Ignis_AWV_068_3__Opinion_1846675| |2
Ignis_AWV_404_1__Opinion_1421148|ropa genial lavado largo programa numericos tiempo suficiente carga frontal carga superior carga frontal carga superior precio normal servicio tecnico tema mecano producto electronicos servicio tecnico vida util|4
Ikea_Renlig_FWM7D5__Opinion_2093326|piso pequeño condición general carga frontal tiempo restante información importante consumo energético humedad residual algodón estándar carga completo capacidad nominal algodón estándar agua anual consumo energético agua anual consumo energético algodón estándar carga completo algodón estándar carga completo nivel acústico ventilación externo pie regulable|4
Indesit_IWC71051_EU__Opinion_2081500|lavadora económico velocidad máximo clase energético programa especial|4
Indesit_IWC_5085_B_it__Opinion_2137923|eficiencia energético color blanco programa específico opcioón ecotime aclarado extra|4
Indesit_IWC_5105_B_it__Opinion_1868488|ropa grueso|5
Indesit_IWC_5105_B_it__Opinion_1899635| |1
Indesit_IWC_5105_B_it__Opinion_1996168|lavadora barato uso diario lavadora comomal|3
Indesit_IWC_6105__Opinion_1865046|mas tedioso potencia necesario|5
Indesit_IWC_6105__Opinion_1999599|programa especial programa normal|4
Indesit_IWC_6105__Opinion_2003597|lavado rápido agua frío lavado rápido mancha fácil partido posible programa distinto lavado rápido velocidad máximo temperatura máximo|5
Indesit_IWC_6105__Opinion_2060008|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2060778|potencia necesario lavado rápido lavado completo|4
Indesit_IWC_6105__Opinion_2076747|energía eléctrico hombre bueno hombre solo|3
Indesit_IWC_6105__Opinion_2083033|programación automático ahorro energético modo especial|3
Indesit_IWC_6105__Opinion_2084165|lavadora normal coste final funcion ecotime prenda especial diseño normal extra interesante hora exacto|5
Indesit_IWC_6105__Opinion_2084313|ahorro energético secado rápido|5
Indesit_IWC_6105__Opinion_2085113|año nuevo forma eficaz programa especial ropa limpio|5
Indesit_IWC_6105__Opinion_2085695|lavadora barato|4
Indesit_IWC_6105__Opinion_2091153|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2106830|color blanco clase energético ahorro extra deporte ligero colada pequeño clase enrgética programa especial centrifugado variable instalación independiente control electrónico|4
Indesit_IWC_6105__Opinion_2111526|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2112670|ahorro energético forma eficaz ropa limpio color blanco clase energético ahorro extra colada pequeño lavadora normal coste final secado rápido|4
Indesit_IWC_6105__Opinion_2120188|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Indesit_IWC_6105__Opinion_2120806|empresa italiano sede legal principal fabricante programa distinto lavado diario programa especial lavado rápido lavado rápido|5
Indesit_IWC_6105__Opinion_2124593|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Indesit_IWC_6105__Opinion_2125492|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Indesit_IWC_6105__Opinion_2132723|función real lavado rápido|4
Indesit_IWC_6105__Opinion_2132732| |5
Indesit_IWC_6105__Opinion_2137063|carga frontal tamaño estándar ropa sucio|4
Indesit_IWC_6105__Opinion_2137374|lavadora antiguo|3
Indesit_IWC_6105__Opinion_2143653|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2143778|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2144458|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2145091|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Indesit_IWC_6105__Opinion_2145829|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2146318|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2148123|personal técnico cliente contento móvil directo|5
Indesit_IWC_6105__Opinion_2148900|móvil directo horno pirolitico frigorifico americano congelador horizontal frigorifico americano placa vitroceramica|5
Indesit_IWC_6105__Opinion_2154354|personal técnico cliente contento móvil directo|5
Indesit_IWC_7105__Opinion_1800371|marca europeo display digital línea estético ropa delicado ropa grueso lavado rápido parte superior lavadora ecológico|5
Indesit_IWC_7105__Opinion_1806563|mui contento garga frontal lavadora bueno|5
Indesit_IWC_7105__Opinion_1810469|fu ga c co car ga kgrs largo x alto do ra programa especial|5
Indesit_IWC_7105__Opinion_1826108|lavadora normal servicio técnico parte superior parte poserior servicio técnico rodamiento nuevo|2
Indesit_IWC_7105__Opinion_1869936|compra bueno compra seguro|4
Indesit_IWC_7105__Opinion_2029760|cliente contento móvil directo|5
Indesit_IWC_71251_C_EU__Opinion_2084651|cliente listo demasado pequeño|5
Indesit_IWC_71251_C_EU__Opinion_2101957|lavado normal lavado rápido ropa limpio hora prudente|1
Indesit_IWC_71251_C_EU__Opinion_2139450| |1
Indesit_IWC_7128_WE__Opinion_1982833|producto favorito|5
Indesit_IWC_7128_WE__Opinion_2092153|ropa blanco programa rápido|4
Indesit_IWC_8105B__Opinion_2086594|precio asequible tecnicas basicas carga frontal acabado exterior acero inox familia grande ropa sensible|4
Indesit_IWC_81082_ECO_EU__Opinion_2004886|carga frontal panel digital cosa blanco punto blanco|4
Indesit_IWC_81251B__Opinion_2127404|electrodoméstico básico carga frontal piloto luminoso vaquero exprés deficiencia energético colada completo prenda sintético programa especial ciclo único tejido técnico prenda vaquero lavado delicado cuidado especial color intenso programa especial ropa deportivo calzado deportivo|4
Indesit_IWD7145K__Opinion_2084314|hermano mediano vida útil color negro color blanco color negro color negro negro brillante parte superior algodón blanco ropa sintática calzado especial botón económico modo normal consumo anual|5
Indesit_IWD_71252_C_ECO_EU__Opinion_2140347|eficiencia energético deporte intensivo programa especial cosa interesante ropa deportivo|3
Indesit_IWD_7125_EU__Opinion_1852066|color blanco mando redodondo display digital programa correspondiente tabla correspondiente|4
Indesit_IWE_71282_ECO__Opinion_2095498|cacharro viejo carga frontal|4
Indesit_IWE_81282_ECO_PL__Opinion_1990251|año justo modelo nuevo|5
Indesit_IWE_81282_ECO_PL__Opinion_2025726|cliente contento móvil directo|5
Indesit_IWE_81282_ECO_PL__Opinion_2033441|carga frontal entrega rapidisima|5
Indesit_IWE_81282_ECO_PL__Opinion_2103969|personal técnico cliente contento móvil directo|5
Indesit_IWE_8128_B_it__Opinion_1748552|defecto constructivo matriz italiano|1
Indesit_IWE_8128_B_it__Opinion_1890291|dia siguiente lava fenomenal|5
Indesit_IWE_8128_B_it__Opinion_1969062|hoja web correo electrónico|5
Indesit_IWE_81682_ECO_B__Opinion_2134117|año justo detergente bueno modo economico centrifugado extra cajetilla grande suavizante perfecto ropa perfecto año justo cosa nuevo foto rápido opinión rápido dia compis|5
Indesit_IWSC_51051_C_ECO_EU__Opinion_2154516|tenia anterior construcción independiente color blanco|4
Indesit_IWSD_61051_C_ECO__Opinion_2129864|detalle técnico eficiencia energético color blanco modelo sencillo|4
Indesit_IWTE_51251_Eco_eu__Opinion_2082000|carga superior color blanco diseño exterior dato técnico eficiencia energético|4
Indesit_MOON_SIXL145_S_D__Opinion_1681664|razón principal condición especial lavadora ideal cantidad máximo lavado rápido \xc2\xba igual vez delicado|4
Indesit_MOON_SIXL145_S_D__Opinion_1730651|punto fuerte clase energético consumo energético función extra control sencillo estética minimalista|4
Indesit_MOON_SIXL145_S_D__Opinion_1741135|tecnoligia innovador forma automatica vida facil toque original indicación luminoso señal acuastica parte interior caso contuno detergente actua clase energetica|5
Indesit_PWE_91672__Opinion_2085890|cuarto trastero espacio suficiente parte superior puerta redondo pantalla digital pantalla digital parte frontal prenda especial agua necesario sistema inteligente ruido ínfimo reloj digital carga frontal olor fresco familia grande forma individual|5
Indesit_SIXL_126_EU_MOON__Opinion_1408550|tenia loco programa rapido cosa bueno marterial plastico acero inoxidable color azul|5
Indesit_SIXL_126_EU_MOON__Opinion_1477599|parte interior prenda blanco lavado rápido luz azul vibración excesivo esponja presente cajón recolector diseño ultramoderno producto interesante|4
Indesit_SIXL_126_EU_MOON__Opinion_1569882|lavado corto puño sucio|1
Indesit_SIXL_126_EU_MOON__Opinion_1625859|rollo matutino género barato afirmación sexista panel frontal led rojo programa blanco programa color-mix plancha fácil programa delicado led azul forma circular puerta azul puerta azul jabón líquido gasto energético agua suficiente ropa mugriento|5
Indesit_WIL_105__Opinion_1231471|clase energetica trampilla delantero objeto pequeño nivel sonoro|5
Indesit_WIL_105__Opinion_1610355| |1
Indesit_WIL_105__Opinion_1670299|clasificación energético|1
Indesit_WIL_85_TE__Opinion_1835951|placa electrónico pieza defectuoso usuario comprador|1
Indesit_WIL_86__Opinion_1998303|velocidad máximo|4
Indesit_WIN_101__Opinion_1440636|súper lavador gama blanco marca blanco gasto energético modelo básico cosa volante familia completo mas barato marca blanco grupo italiano mercado italiano coste medio característica general lavadora moderno subsuncion alienante beso limpio persona limpio ser excelso|4
Indesit_WIN_122__Opinion_2137260|casa familiar persona distinto lavadora diario variable automático función básico forma sencillo ciclo completo lavadora lleno cantidad duro|3
Indesit_WISL_105__Opinion_1495113|lavadora nomarles|3
Indesit_WITE_107__Opinion_1423858|programa corto agua caliente programa corto uso especial compartimento vecino ropa mejor inicio automático pantalla digital lavadora sencillo carga superior|4
Indesit_WITE_107__Opinion_1657396|lavadora distinto categoría energético|4
Indesit_WITL_1051__Opinion_2054316|espacio disponible eficiencia energético factor fundamental|4
Indesit_WITL_105__Opinion_1995998|sitio doiferentes carga superior capacidad normal tenia bueno tenia seco|4
Indesit_WITL_106__Opinion_1122786|carga superior programa standard lavado rapido ropa deportivo planchado facil hora futuro tema domesticos temperatura alto|4
Indesit_WITL_106__Opinion_1335169|carga superior panel frontal hora máximo luz anterior planchado facil ropa delicado|4
Indesit_WITL_106__Opinion_1760676|tapa superior servicio técnico daño estético carga superior tapa superior servicio técnico daño estético carga superior|1
Indesit_WITL_125_EU__Opinion_1501689|posicion inicial forma distinto aparato silencioso|4
Indesit_WITL_125_EU__Opinion_2131957|gama medio|4
Indesit_WITP_102__Opinion_1096877|lavadora nuevo carga superior oferta interesante centrifugado mínimo tarifa eléctrico categoría energético ropa blanco camión antiguo luz indicador luz indicador|5
Indesit_WITXL125__Opinion_2003712|velocidad máximo carga vertical carga vertical mas cómodo mas chico carga vertical|4
Indesit_WIXE_147__Opinion_1828420|lavadora normal servicio técnico parte superior parte poserior servicio técnico rodamiento nuevo|4
Indesit_WIXL_104__Opinion_1424421|lavadora nuevo colcha gordo persona mayor|5
Indesit_WIXL_105__Opinion_1149815|servicio técnico|4
Indesit_WIXL_105__Opinion_1189402| |4
Indesit_WIXL_105__Opinion_1656835|color blanco oferta sensacional segundo mayor precio asequible color blanco blanco nuclear estética bonito puerta grande revolución máximo programa completo programa parcial mancha resistente plancha fácil aclarado extra color verde luz indicador parte bajo bayeta húmedo programa especial calzado deportivo centrifugado delicado pantalón corto programa especial detergente líquido ropa blanco cosa importante cubeta adicional acción antimancha|5
Indesit_WIXL_105__Opinion_1787177|cosa bueno marca blanco|4
Indesit_WIXL_105__Opinion_1950439|pieza electrónico segundo minuto servicio técnico día anterior lavadora nuevo lavadora solo|1
Indesit_WIXL_105__Opinion_1959737| |1
Indesit_WIXL_105__Opinion_959191|marca blanco velocidad máximo programa general lavado delicado instrucción claro párrafo anterior ropa blanco tejido delicado indicador luminoso opción novedoso lavado deportivo deterioro importante gasto inútil peso normal intermitente rojo lavadora nuevo notable alto|5
Indesit_WIXL_125__Opinion_1534823|resultado maravilloso ente bonito lkas antiguo carga superior carga superior carga superior carga frontal eficiencia energético essta lavador carga frontal ropa sucio|5
Indesit_WIXXL_127__Opinion_1507344|cosa raro lavadora normal carga frontal color azul función extra categoría energético carga variable programa diferente programa deportivo zapatilla deportivo filtro autolimpiable función fácil puerta electrónico sistema antidesbordamiento ropa limpio prenda sintético medida estanda niño alli|5
Indesit_WI_105__Opinion_1186331|servico tecnico|2
Indesit_WI_105__Opinion_1351813|calidad-precio razonable precio razonable|4
Indesit_WP_100__Opinion_1021098| |1
Indesit_W_104__Opinion_1202206|lavadora semanal lavado diario ropa limpio ahorro importante uso normal planchado facil|4
Indesit_W_104__Opinion_1605944|lavado normal ayuda artificial|3
Indesit_W_104__Opinion_973829|lavado normal lavado rápido lavado rápido panchado fácil dispositivo antibalanceo forma uniforme conexión eléctrico potencia máximo planchado fácil lavado rápido problema frecuente|2
